Municipio,Codigo_Postal,Tasa_paro,Densidad_población,N_empresas,Transacciones_inmobiliarias,Deuda_ayuntamientos,Saldo_migratorio,Renta_disponible_media
BERZOSA DE BUREBA,9052,2.7549960697482123,-0.14069838803331483,-0.11553566409297547,-0.11628342438488802,-0.05720342591558636,-0.043249052025912414,-0.004839775892193959
BOZOO,9054,0.26283285200974454,-0.14557837851992098,-0.1122353457869528,-0.10120964714980994,-0.051892650582024476,-0.10075944020373861,-0.004391795438543454
BRAZACORTA,9055,-0.8800603058571542,-0.1523876675709993,-0.05589207380575501,-0.08613586991473186,-0.05720342591558636,-0.043249052025912414,-0.0048269764506630826
BRIVIESCA,9056,-0.08240022805352096,0.7237408570010813,0.383971971413158,0.8333645414250308,-0.05720342591558636,-3.2638307899841794,-2.046696285315086
BUGEDO,9057,-0.6160809783391656,0.0441738097034623,-0.05607046938986434,-0.10874653576734898,-0.05720342591558636,0.18679250068539238,-0.0048269764506630826
BUNIEL,9058,-0.46501766374794673,0.33720021520153376,0.6369963748748958,1.2931147470949123,-0.05720342591558636,-0.10075944020373861,-0.004724580918397449
BURGOS,9059,-0.6111218291227872,18.27037083642317,18.874674264345565,18.281261691027904,19.178629092835305,-12.17794095754724,4.203271015212084
BUSTO DE BUREBA,9060,-0.6305769529716564,-0.09541661584364382,-0.062165651846933234,-0.11628342438488802,-0.04923726291524353,0.30181327704104477,-0.004161405490950435
CABAÑES DE ESGUEVA,9061,-0.9182076075216035,-0.1089217057949492,-0.06760671716226789,-0.11628342438488802,-0.05720342591558636,-0.10075944020373861,-0.0048269764506630826
CABEZON DE LA SIERRA,9062,-1.0597340966967101,-0.15692719360505156,-0.05574341081899723,-0.10120964714980994,-0.05720342591558636,-0.043249052025912414,-0.0048269764506630826
CALERUEGA,9064,-0.6477432387206585,-0.07998222732786624,-0.05541635224813012,-0.048451426827036674,-0.05720342591558636,-0.4458217692706958,-0.0048269764506630826
CAMPILLO DE ARANDA,9065,0.23231501067818502,-0.09961567742514213,-0.08889525686598168,-0.10874653576734898,-0.05720342591558636,0.646875606108002,-0.0048269764506630826
CAMPOLARA,9066,2.7549960697482123,-0.13184631226691296,-0.11553566409297547,-0.10874653576734898,-0.05720342591558636,-0.1582698283815648,-0.004839775892193959
CANICOSA DE LA SIERRA,9067,0.06522982938789745,-0.012229801269636683,-0.10727000202924301,-0.10874653576734898,-0.05720342591558636,-0.3308009929150434,-0.0048269764506630826
CANTABRANA,9068,2.7549960697482123,-0.08940174384852462,-0.11553566409297547,-0.07859898129719282,-0.05720342591558636,-0.10075944020373861,-0.004839775892193959
CARAZO,9070,-0.900659848755957,-0.1656657812206021,-0.06338468833834701,-0.10120964714980994,-0.05720342591558636,-0.043249052025912414,-0.0048269764506630826
CARCEDO DE BUREBA,9071,-0.9327035821540941,-0.1678220560867769,-0.06594169171058079,-0.10120964714980994,-0.05720342591558636,-0.1582698283815648,-0.0048269764506630826
CARCEDO DE BURGOS,9072,-0.06218215817136296,0.018185023158513284,-0.02580268528598078,-0.07106209267965378,-0.05720342591558636,1.3370002642419163,-0.0048269764506630826
CARDEÑADIJO,9073,0.7484480021981831,1.5625317799430825,0.04204710187026901,0.01938057073081467,-0.054650168543681606,-0.27329060473721717,2.5867015496036845
CARDEÑAJIMENO,9074,-0.4310665652665869,0.9141739741295725,-0.005525053892219884,-0.025840760974419563,-0.05720342591558636,1.7395729814866998,9.873423614297762
CARDEÑUELA RIOPICO,9075,0.26283285200974454,-0.07044922265635653,-0.10521845281198569,-0.10120964714980994,-0.05720342591558636,0.01426133615191378,-0.0048269764506630826
CARRIAS,9076,0.8476309865257511,-0.15840253956611852,-0.11553566409297547,-0.11628342438488802,-0.05720342591558636,-0.043249052025912414,-0.004839775892193959
CASCAJARES DE BUREBA,9077,-1.0597340966967101,-0.1382016487145861,-0.06742832157815856,-0.11628342438488802,-0.05720342591558636,-0.215780216559391,-0.0048269764506630826
CASCAJARES DE LA SIERRA,9078,-0.7663813468970956,-0.12651236917690162,-0.07379109741139146,-0.10874653576734898,-0.05720342591558636,-0.1582698283815648,-0.0048269764506630826
CASTELLANOS DE CASTRO,9079,-0.9197334995881815,-0.12378865355647027,-0.06677420443642434,-0.11628342438488802,-0.05720342591558636,-0.043249052025912414,-0.0048269764506630826
CASTIL DE PEONES,9083,0.19912685823011428,-0.1595374210746316,-0.1146436861724288,-0.11628342438488802,-0.05720342591558636,0.07177172432973998,-0.004839775892193959
CASTILDELGADO,9082,-0.25597045062676493,-0.10415520345919436,-0.08684370764872436,-0.10874653576734898,-0.05720342591558636,0.07177172432973998,-0.0048269764506630826
CASTRILLO DE LA REINA,9084,0.5767851447081616,-0.043892995357150986,-0.11324625409690568,-0.0936727585322709,-0.05720342591558636,0.01426133615191378,-0.0048269764506630826
CASTRILLO DE LA VEGA,9085,0.13847264858364003,0.09853463396123775,-0.08752755738781012,-0.06352520406211476,-0.05720342591558636,-0.5608425456263482,-0.0048269764506630826
CASTRILLO DE RIOPISUERGA,9088,-1.0597340966967101,-0.14274117474863832,-0.06778511274637723,-0.11628342438488802,-0.05720342591558636,-0.215780216559391,-0.0048269764506630826
CASTRILLO DEL VAL,9086,-0.6774981340189289,0.23006740079790114,0.031581227602521446,-0.018303872356880524,-0.05720342591558636,0.9919379351749591,-0.0048141770091275505
CASTRILLO MOTA DE JUDIOS,9090,2.7549960697482123,-0.15454394243717412,-0.11553566409297547,-0.10874653576734898,-0.05720342591558636,-0.043249052025912414,-0.004839775892193959
CASTROJERIZ,9091,-0.6145550862725877,-0.11652541190198669,-0.009182163366461209,0.01184368211327563,-0.05720342591558636,0.18679250068539238,-0.0048141770091275505
CAVIA,9063,-0.7118307055169332,0.03702405619983004,-0.06882575365368168,-0.10120964714980994,-0.055467210902691126,-0.4458217692706958,-0.004686182593800165
CAYUELA,9093,-0.3227282285395511,-0.019720019225822866,-0.07405869078755546,-0.08613586991473186,-0.05720342591558636,-0.1582698283815648,-0.0048269764506630826
CEBRECOS,9094,-0.4711212320142586,-0.15352254907951238,-0.0905602823176688,-0.11628342438488802,-0.05720342591558636,-0.10075944020373861,-0.0048269764506630826
CELADA DEL CAMINO,9095,0.1800532073978897,-0.08769942158575503,-0.10468326605965769,-0.10874653576734898,-0.05720342591558636,0.07177172432973998,-0.0048269764506630826
CEREZO DE RIO TIRON,9098,-0.7854549977293201,-0.0849757059653237,-0.07973761688170257,-0.07859898129719282,-0.05720342591558636,-0.9059048746933054,-0.0048269764506630826
CERRATON DE JUARROS,9100,0.28991743619150356,-0.14342210365374614,-0.11553566409297547,-0.10874653576734898,-0.05720342591558636,-0.10075944020373861,-0.004839775892193959
CIADONCHA,9101,-0.6195142354889661,-0.12185935499199807,-0.07608050740746124,-0.10874653576734898,-0.05720342591558636,-0.043249052025912414,-0.0048269764506630826
CILLAPERLATA,9102,2.4372290468833504,-0.1561327765490924,-0.11553566409297547,-0.10120964714980994,-0.05720342591558636,0.01426133615191378,-0.004839775892193959
CILLERUELO DE ABAJO,9103,-0.824746718443703,-0.1284416677413738,-0.07170981559678256,-0.08613586991473186,-0.05720342591558636,-0.503332157448522,-0.0048269764506630826
CILLERUELO DE ARRIBA,9104,-0.7545556833811163,-0.15465743058802545,-0.0689446840430879,-0.10120964714980994,-0.05720342591558636,-0.043249052025912414,-0.0048269764506630826
CIRUELOS DE CERVERA,9105,-0.8800603058571542,-0.14864255859290623,-0.07608050740746124,-0.11628342438488802,-0.05720342591558636,-0.215780216559391,-0.0048269764506630826
COGOLLOS,9108,0.12092488981799335,0.03520824578620915,-0.012482481672483897,-0.010766983739341485,-0.05720342591558636,1.0494483233527854,-0.0048141770091275505
CONDADO DE TREVIÑO,9109,-0.14152854563341727,-0.11811424601390498,-0.04715069018439767,0.25302411787452483,-0.05720342591558636,2.3721872514427877,3.595297542398157
CONTRERAS,9110,2.3544494022714955,-0.1556788239456872,-0.11553566409297547,-0.11628342438488802,-0.05720342591558636,0.01426133615191378,-0.004839775892193959
CORUÑA DEL CONDE,9112,-0.7427300198651371,-0.14512442591651575,-0.07432628416371946,-0.10874653576734898,-0.05720342591558636,-0.10075944020373861,-0.0048269764506630826
COVARRUBIAS,9113,-0.5657265401420927,-0.030841858009250836,-0.01738836023549056,-0.018303872356880524,-0.05648851385145303,0.24430288886321858,-0.004762979242994733
CUBILLO DEL CAMPO,9114,-0.17814995523128857,-0.09745940255896732,-0.10114508697482258,-0.10874653576734898,-0.05720342591558636,-0.27329060473721717,-0.0048269764506630826
CUBO DE BUREBA,9115,0.008390349907868163,-0.05819250236441551,-0.09115493426469991,-0.10874653576734898,-0.05720342591558636,0.18679250068539238,-0.0048269764506630826
"CUEVA DE ROA, LA",9117,0.6641424655197503,-0.07873385766850187,-0.11553566409297547,-0.10120964714980994,-0.05720342591558636,-0.215780216559391,-0.004839775892193959
CUEVAS DE SAN CLEMENTE,9119,-0.10605155508547952,-0.14387605625715139,-0.0965068017879799,-0.10120964714980994,-0.05720342591558636,-0.043249052025912414,-0.0048269764506630826
ENCIO,9120,-1.0597340966967101,-0.15374952538121497,-0.061006080550222566,-0.11628342438488802,-0.05720342591558636,0.01426133615191378,-0.0048269764506630826
ESPINOSA DE CERVERA,9122,-1.0597340966967101,-0.14535140221821838,-0.07150168741532167,-0.10874653576734898,-0.05638638355657684,-0.4458217692706958,-0.004762979242994733
ESPINOSA DE LOS MONTEROS,9124,-0.1659428186986648,-0.041623232340124876,0.03907384213511346,0.0646019024360489,-0.04300731492779594,-0.27329060473721717,-4.197002462846449
ESPINOSA DEL CAMINO,9123,2.1064919414525756,-0.10449566791174827,-0.11553566409297547,-0.11628342438488802,-0.05720342591558636,-0.215780216559391,-0.004839775892193959
ESTEPAR,9125,-0.48790604474661625,-0.1130072792255962,-0.003889761037884337,-0.06352520406211476,-0.05720342591558636,1.6245522051310473,-0.0048141770091275505
FONTIOSO,9127,0.5298639636608892,-0.15692719360505156,-0.11553566409297547,-0.11628342438488802,-0.05720342591558636,-0.215780216559391,-0.004839775892193959
FRANDOVINEZ,9128,-0.7671442929303847,-0.05149670146418847,-0.058597740164746566,-0.10874653576734898,-0.05720342591558636,0.1292821125075662,-0.0048269764506630826
FRESNEDA DE LA SIERRA TIRON,9129,2.004638646008496,-0.16237462484591422,-0.11553566409297547,-0.11628342438488802,-0.05720342591558636,-0.043249052025912414,-0.004839775892193959
FRESNEÑA,9130,-0.9349924202539612,-0.12390214170732157,-0.05502982848255989,-0.0936727585322709,-0.05720342591558636,-0.043249052025912414,-0.0048269764506630826
FRESNILLO DE LAS DUEÑAS,9131,-0.503164965412396,0.3963275417950641,-0.060976347952871005,-0.10874653576734898,-0.05720342591558636,-0.6183529338041743,-0.0048269764506630826
FRESNO DE RIO TIRON,9132,-0.4005487239350275,0.028852909338536,-0.08375151752416257,-0.10874653576734898,-0.05720342591558636,-0.3308009929150434,-0.0048269764506630826
FRESNO DE RODILLA,9133,0.5752592526415836,-0.13683979090437043,-0.11553566409297547,-0.10120964714980994,-0.05720342591558636,0.01426133615191378,-0.004839775892193959
FRIAS,9134,-0.43144803828323147,-0.07589665389721922,-0.051372719008318565,-0.040914538209497635,-0.05720342591558636,-0.1582698283815648,-0.0048269764506630826
FUENTEBUREBA,9135,-0.6908496896014862,-0.12980352555158947,-0.07176928079148569,-0.10120964714980994,-0.05720342591558636,-0.10075944020373861,-0.0048269764506630826
FUENTECEN,9136,-0.596244381473652,-0.03140929876350736,-0.05187817316329501,-0.06352520406211476,-0.05720342591558636,-0.1582698283815648,-0.0048269764506630826
FUENTELCESPED,9137,0.3025060457407717,-0.049680891050567576,-0.09451471776542568,-0.06352520406211476,-0.05720342591558636,-0.215780216559391,-0.0048269764506630826
FUENTELISENDO,9138,0.09841798183596831,-0.007236322632179234,-0.08354338934270168,-0.11628342438488802,-0.05720342591558636,0.5318548297523495,-0.0048269764506630826
FUENTEMOLINOS,9139,0.2094266296795157,-0.09212545946895594,-0.1122353457869528,-0.0936727585322709,-0.05720342591558636,-0.3308009929150434,-0.0048269764506630826
FUENTENEBRO,9140,0.41427763961760794,-0.13615886199926258,-0.11553566409297547,-0.10874653576734898,-0.05720342591558636,-0.043249052025912414,-0.004839775892193959
FUENTESPINA,9141,-0.5794595687412945,0.5465858535221929,0.01588241620090013,-0.07106209267965378,-0.05720342591558636,0.7043859942858282,-0.0048141770091275505
GALBARROS,9143,-0.7469262230482265,-0.16918391389699258,-0.07967815168699945,-0.11628342438488802,-0.05720342591558636,-0.10075944020373861,-0.0048269764506630826
"GALLEGA, LA",9144,1.4770614639891633,-0.15102580976078367,-0.11553566409297547,-0.11628342438488802,-0.05720342591558636,-0.043249052025912414,-0.004839775892193959
GRIJALBA,9148,-0.522620089261265,-0.11595797114773017,-0.08556520596260747,-0.10874653576734898,-0.05720342591558636,-0.215780216559391,-0.0048269764506630826
GRISALEÑA,9149,-0.6305769529716564,-0.13468351603819562,-0.09166038841967634,-0.11628342438488802,-0.05720342591558636,-0.3883113810928696,-0.0048269764506630826
GUMIEL DE IZAN,9151,-0.59777027354023,-0.09621103289960295,-0.02410792723694211,-0.08613586991473186,-0.05720342591558636,1.1644690997084377,-0.0048269764506630826
GUMIEL DE MERCADO,9152,-0.4291592001833644,-0.10619799017451786,-0.04753721394996789,-0.07859898129719282,-0.05720342591558636,0.5893652179301757,-0.0048269764506630826
HACINAS,9154,-0.23613385376125137,0.037137544350681326,-0.07144222222061858,-0.10120964714980994,-0.05720342591558636,0.1292821125075662,-0.0048269764506630826
HAZA,9155,-1.0597340966967101,-0.17587971479721962,-0.0627900363913159,-0.10874653576734898,-0.05720342591558636,-0.10075944020373861,-0.0048269764506630826
HONTANAS,9159,-0.20141980924660258,-0.09984265372684473,-0.1039994163205719,-0.11628342438488802,-0.05720342591558636,-0.27329060473721717,-0.0048269764506630826
HONTANGAS,9160,-1.0597340966967101,-0.09530312769279252,-0.04159069447965678,-0.10120964714980994,-0.05720342591558636,0.24430288886321858,-0.0048269764506630826
HONTORIA DE LA CANTERA,9162,0.1541130422660642,-0.09019616090448375,-0.05541635224813012,-0.0333776495919586,-0.05720342591558636,0.41683405339669716,-0.0048269764506630826
HONTORIA DE VALDEARADOS,9164,-0.5828928258910948,-0.12265377204795722,-0.0740289581902039,-0.10120964714980994,-0.05720342591558636,-0.043249052025912414,-0.0048269764506630826
HONTORIA DEL PINAR,9163,-0.34676102858815405,-0.08940174384852462,-0.08755728998516168,-0.10120964714980994,-0.05720342591558636,-0.215780216559391,-0.0048269764506630826
"HORMAZAS, LAS",9166,-1.0036575632499698,-0.14943697564886538,-0.05752736666009056,-0.10874653576734898,-0.05720342591558636,0.07177172432973998,-0.0048269764506630826
HORNILLOS DEL CAMINO,9167,-0.6073070989563424,-0.13468351603819562,-0.0812539793466319,-0.11628342438488802,-0.05720342591558636,-0.043249052025912414,-0.0048269764506630826
"HORRA, LA",9168,-0.7698146040468962,-0.061710635040806,-0.03329529981857278,-0.06352520406211476,-0.05720342591558636,0.24430288886321858,-0.0048269764506630826
HORTIGÜELA,9169,0.09193294055301202,-0.12481004691413201,-0.08306766778507679,-0.08613586991473186,-0.05720342591558636,0.359323665218871,-0.0048269764506630826
HOYALES DE ROA,9170,2.2781547989425968,0.020908738778944603,-0.11553566409297547,-0.0936727585322709,-0.05720342591558636,-0.6758633219820006,-0.004839775892193959
HUERMECES,9172,-0.6950458927845756,-0.14160629324012527,-0.04049058837764923,-0.07859898129719282,-0.05720342591558636,0.5318548297523495,-0.0048269764506630826
HUERTA DE ARRIBA,9173,1.004034923349993,-0.13604537384841128,-0.11553566409297547,-0.10874653576734898,-0.05720342591558636,0.1292821125075662,-0.004839775892193959
HUERTA DE REY,9174,-0.4535734732486119,-0.07442130793615226,-0.06698233261788523,-0.07106209267965378,-0.05720342591558636,-0.215780216559391,-0.0048269764506630826
HUMADA,9175,-0.30403605072397105,-0.163396018203576,-0.09133332984880924,-0.0936727585322709,-0.05720342591558636,-0.215780216559391,-0.0048269764506630826
HURONES,9176,1.9539027347947786,-0.10177195229131696,-0.11553566409297547,-0.11628342438488802,-0.05720342591558636,-0.215780216559391,-0.004839775892193959
IBEAS DE JUARROS,9177,-0.2449077331440747,-0.05456088153717374,0.030154062929646792,-0.0333776495919586,-0.03820719106861501,-0.7908840983376529,1.5934648866487215
IBRILLOS,9178,1.000220193183548,-0.10529008496770742,-0.11553566409297547,-0.10874653576734898,-0.05720342591558636,-0.1582698283815648,-0.004839775892193959
IGLESIARRUBIA,9179,0.46615796988125885,-0.14728070078269057,-0.11553566409297547,-0.10874653576734898,-0.05720342591558636,-0.043249052025912414,-0.004839775892193959
IGLESIAS,9180,-0.7770625913631414,-0.13184631226691296,-0.06433613145359679,-0.10120964714980994,-0.05720342591558636,0.01426133615191378,-0.0048269764506630826
ISAR,9181,-0.43182951129987585,-0.13003050185329207,-0.09240370335346523,-0.11628342438488802,-0.05720342591558636,-0.1582698283815648,-0.0048269764506630826
ITERO DEL CASTILLO,9182,-0.46349177168136874,-0.12481004691413201,-0.06264137340455812,-0.07859898129719282,-0.05720342591558636,0.1292821125075662,-0.0048269764506630826
JARAMILLO DE LA FUENTE,9183,-1.0597340966967101,-0.1577216106610107,-0.06701206521523678,-0.11628342438488802,-0.05720342591558636,-0.1582698283815648,-0.0048269764506630826
JARAMILLO QUEMADO,9184,2.004638646008496,-0.17326948732763958,-0.11553566409297547,-0.11628342438488802,-0.05720342591558636,-0.10075944020373861,-0.004839775892193959
JUNTA DE TRASLALOMA,9189,-0.34943133970466556,-0.16135323148825248,-0.0799160124658119,-0.07859898129719282,-0.05720342591558636,-0.1582698283815648,-0.0048269764506630826
JUNTA DE VILLALBA DE LOSA,9190,-0.5073611685954853,-0.15828905141526722,-0.07967815168699945,-0.0936727585322709,-0.056182122966824455,-0.1582698283815648,-0.004737380359932981
JURISDICCION DE LARA,9191,-0.900659848755957,-0.1657792693714534,-0.05187817316329501,-0.10874653576734898,-0.05720342591558636,0.41683405339669716,-0.0048269764506630826
JURISDICCION DE SAN ZADORNIL,9192,-0.4238185779503415,-0.15704068175590286,-0.08161077051485056,-0.10874653576734898,-0.05720342591558636,0.1292821125075662,-0.0048269764506630826
LERMA,9194,-0.5123203178118638,0.000026919022304342334,0.1728705302171135,0.034454347965892744,-0.05720342591558636,-1.1934568155824363,-1.8367854441751195
LLANO DE BUREBA,9195,-0.5321569146773774,-0.14024443542990958,-0.09067921270707502,-0.11628342438488802,-0.05720342591558636,-0.215780216559391,-0.0048269764506630826
MADRIGAL DEL MONTE,9196,-0.45090316213210047,-0.11436913703581189,-0.09808262944761235,-0.10874653576734898,-0.05720342591558636,-0.503332157448522,-0.0048269764506630826
MADRIGALEJO DEL MONTE,9197,-0.9716138298518325,-0.09904823667088558,-0.04575325810887457,-0.10120964714980994,-0.05720342591558636,0.24430288886321858,-0.0048269764506630826
MAHAMUD,9198,-0.7129751245668667,-0.14228722214523312,-0.07173954819413413,-0.10120964714980994,-0.05720342591558636,-0.10075944020373861,-0.0048269764506630826
MAMBRILLA DE CASTREJON,9199,0.08621084530334455,-0.10619799017451786,-0.09439578737601946,-0.10874653576734898,-0.05720342591558636,0.30181327704104477,-0.0048269764506630826
MAMBRILLAS DE LARA,9200,0.8476309865257511,-0.16441741156123774,-0.11553566409297547,-0.10120964714980994,-0.05720342591558636,-0.043249052025912414,-0.004839775892193959
MAMOLAR,9201,1.000220193183548,-0.16305555375102204,-0.11553566409297547,-0.10120964714980994,-0.05720342591558636,-0.1582698283815648,-0.004839775892193959
MANCILES,9202,1.62965067064696,-0.14183326954182787,-0.11553566409297547,-0.11628342438488802,-0.05720342591558636,-0.043249052025912414,-0.004839775892193959
MAZUELA,9206,-0.8396241660928382,-0.1299170137024408,-0.06882575365368168,-0.11628342438488802,-0.05720342591558636,0.01426133615191378,-0.0048269764506630826
MECERREYES,9208,0.18196057248111203,-0.14251419844693572,-0.0793808257134839,-0.048451426827036674,-0.05720342591558636,0.07177172432973998,-0.0048269764506630826
MEDINA DE POMAR,9209,-0.11635132653488078,0.12928992284194163,0.6812979449287135,1.3157254129475293,-0.05720342591558636,3.1198222977545282,0.05625195854445546
MELGAR DE FERNAMENTAL,9211,-0.3906304255022708,-0.01756374435964806,-0.01741809283284211,0.026917459348353705,-0.05168838999227209,0.18679250068539238,-5.290074769758225
